4.120113303678000375e+04 3.895297030380999786e+04 5.099278076819999842e+04 4.585363203320000321e+04 5.094293966590000491e+04 3.436000230680999812e+04 5.721009357440000167e+04 3.711788131543999771e+04 4.068172911225000280e+04 3.238089014008999948e+04 3.963848853847999999e+04 3.948587437540000246e+04 5.434391609790000075e+04 4.636495034031000250e+04 3.885504761002000305e+04
3.939333712411000306e+04 3.700390486581000005e+04 4.904643518683000002e+04 4.417821607260000019e+04 4.851150793069999781e+04 3.250952716397000040e+04 5.534231036429999222e+04 3.530090062799000589e+04 3.909275158660000307e+04 3.057365443115000016e+04 3.787625104667000414e+04 3.785326562889000343e+04 5.184902788909999799e+04 4.370351737606000097e+04 3.660394076913999743e+04
3.801436183760000131e+04 3.551011581930999819e+04 4.755728786680000485e+04 4.290917776038999727e+04 4.665141460856000049e+04 3.108957939691000138e+04 5.392297755209999741e+04 3.390930811771000299e+04 3.788632902646000002e+04 2.918652358357000048e+04 3.652773273078000057e+04 3.660736743123000633e+04 4.994384616264999931e+04 4.165870724998999503e+04 3.487178700247999950e+04
3.696643354789000296e+04 3.436890770999000233e+04 4.642175883020999754e+04 4.195156437428000208e+04 4.523325934211999993e+04 3.000372218552000049e+04 5.284867081209999742e+04 3.284703232537000440e+04 3.697457154461999744e+04 2.812538376288999643e+04 3.549910355900000286e+04 3.565989467478000006e+04 4.849434210426999925e+04 4.009248203567999735e+04 3.354272239871000056e+04
3.617330713667000236e+04 3.350010283999999956e+04 4.555904357066000375e+04 4.123275929892000568e+04 4.415635097776999464e+04 2.917650553441999728e+04 5.203897144719999778e+04 3.203909459643000082e+04 3.628869416897999326e+04 2.731661532076000003e+04 3.471719404203000886e+04 3.494206830292000086e+04 4.739602302689000499e+04 3.889696594481999637e+04 3.252608713256999908e+04
3.557566218386000401e+04 3.284105034547000105e+04 4.490620818259999214e+04 4.069636394131000270e+04 4.334217733070000395e+04 2.854885753948999991e+04 5.143149615590000030e+04 3.142707127416000003e+04 3.577486850592000701e+04 2.670307737211000131e+04 3.412503931577999901e+04 3.440044513333999930e+04 4.656767043901000579e+04 3.798788309160000063e+04 3.175112807145000261e+04
3.512744343016999483e+04 3.234257499110000208e+04 4.441432566501000110e+04 4.029867721760000131e+04 4.272955429043999902e+04 2.807486143536999953e+04 5.097797786320000159e+04 3.096547322214000087e+04 3.539214601158000005e+04 2.623853762123999695e+04 3.367831670035999559e+04 3.399373722434999945e+04 4.594606986771000084e+04 3.729943569415000093e+04 3.116270900031999918e+04
3.479295212046000233e+04 3.196693987917000049e+04 4.404543164116000116e+04 4.000591351774000213e+04 4.227088864753999951e+04 2.771879274006000196e+04 5.064112149460000364e+04 3.061891200630000094e+04 3.510890456316000200e+04 2.588901923448999878e+04 3.334266053762999945e+04 3.368944177348999801e+04 4.548215366499999800e+04 3.678024259691999760e+04 3.071780882920000295e+04
3.454464186879000044e+04 3.168509170665000056e+04 4.377001304524000443e+04 3.979194271730999753e+04 4.192955094041999837e+04 2.745292596575000061e+04 5.039226253839999845e+04 3.036000803740000265e+04 3.490075531493000017e+04 2.562718904598000154e+04 3.309148940344999573e+04 3.346319507665999845e+04 4.513781219409999903e+04 3.639059420403999684e+04 3.038293656114999976e+04
3.436133863482000015e+04 3.147460707086999901e+04 4.356524428888999682e+04 3.963628315123000357e+04 4.167706350898000528e+04 2.725577747561000069e+04 5.020950636579999991e+04 3.016746262502999889e+04 3.474894559424000181e+04 2.543216445881999971e+04 3.290437378440999601e+04 3.329590036625000357e+04 4.488371671428999980e+04 3.609965369281999301e+04 3.013214132311999856e+04
3.422682072671000060e+04 3.131821283332999883e+04 4.341378480768000009e+04 3.952340126176999911e+04 4.149141081344999839e+04 2.711073099057000218e+04 5.007614922790000128e+04 3.002501777787000174e+04 3.463900087116000213e+04 2.528781752178999886e+04 3.276563517083999977e+04 3.317263637680999818e+04 4.469751548609999736e+04 3.588333572973000264e+04 2.994530121468000289e+04
3.412873148591999779e+04 3.120250238892999914e+04 4.330234339730999636e+04 3.944204746857999999e+04 4.135584195555999759e+04 2.700497676225000032e+04 4.997948604770000384e+04 2.992027171562000149e+04 3.455967931407000287e+04 2.518172969345999809e+04 3.266325340119000248e+04 3.308252068411000073e+04 4.456212199885000155e+04 3.572357207963000110e+04 2.980689960853999946e+04
3.405768949242000235e+04 3.111708666746000017e+04 4.322076143530999980e+04 3.938382225037000171e+04 4.125762517161000142e+04 2.692866965512999741e+04 4.990991139469999325e+04 2.984373592879000353e+04 3.450286778585999855e+04 2.510437169997000092e+04 3.258806221268999798e+04 3.301692821333000029e+04 4.446450825893999718e+04 3.560626160990000062e+04 2.970493558540000231e+04
3.400661530573999335e+04 3.105433858635000070e+04 4.316138413403999584e+04 3.934210596841000370e+04 4.118708550690999982e+04 2.687427892151000196e+04 4.986016094140000496e+04 2.978814834531000088e+04 3.446204644193000422e+04 2.504845968107000226e+04 3.253310013208999590e+04 3.296949536554999941e+04 4.439477411097999720e+04 3.552064960756999790e+04 2.963015876063999895e+04
3.397018243696999707e+04 3.100852565650000179e+04 4.311841558122000424e+04 3.931226902978999715e+04 4.113690618294999877e+04 2.683606475587000023e+04 4.982476789860000281e+04 2.974793136977000177e+04 3.443262902100999781e+04 2.500839499289000014e+04 3.249310874241000056e+04 3.293534635269000137e+04 4.434547773767000035e+04 3.545862590251000074e+04 2.957572764504999941e+04
3.394440901899999881e+04 3.097530819491999864e+04 4.308750705091000418e+04 3.929102840309000749e+04 4.110157548749999842e+04 2.680966586390999873e+04 4.979975317450000148e+04 2.971897072252999715e+04 3.441154009796999890e+04 2.497994985115999953e+04 3.246413633750999725e+04 3.291097363297000265e+04 4.431079638410999905e+04 3.541406857024999772e+04 2.953640889177999998e+04
3.392630698488000053e+04 3.095139517718000207e+04 4.306540757517999737e+04 3.927591493380999600e+04 4.107699841498999740e+04 2.679176447380999889e+04 4.978218817390000186e+04 2.969822430592000092e+04 3.439649733920999279e+04 2.496000036636000368e+04 3.244322742505000133e+04 3.289364493459000369e+04 4.428667797866000183e+04 3.538234154549000232e+04 2.950825191137000002e+04
