4.165818749501000275e+04 3.943117210903999512e+04 5.141053818740000133e+04 4.646760728169999493e+04 5.147242421740000282e+04 3.476066131350999785e+04 5.767968217929999082e+04 3.750579155831999378e+04 4.116701943451999978e+04 3.280929130468999938e+04 3.999855582490999950e+04 3.992286201979000180e+04 5.500330353840000316e+04 4.688527160716000071e+04 3.926626189069000247e+04
3.975064013687000261e+04 3.737802114091000112e+04 4.937857528699999966e+04 4.467252684649999719e+04 4.893027641350000340e+04 3.282631535533999704e+04 5.570661839689999761e+04 3.560267947406000167e+04 3.948035993017999863e+04 3.091766984758999752e+04 3.814796989055999438e+04 3.819799733057000412e+04 5.238150363039999502e+04 4.411081320658000186e+04 3.692168424342999788e+04
3.829268632536000223e+04 3.580137729984000180e+04 4.782086619233999954e+04 4.330708109284000238e+04 4.698174343760999909e+04 3.133954307320999942e+04 5.420480961500000558e+04 3.414314302881999902e+04 3.819489029406999907e+04 2.946296853804000057e+04 3.673082017397000163e+04 3.687936184406000393e+04 5.037294292560000031e+04 4.197579910946000018e+04 3.511541441271000076e+04
3.718259711036999943e+04 3.459448447594000027e+04 4.663062320023999200e+04 4.227248590795999917e+04 4.549354676888999529e+04 3.020070389363000140e+04 5.306619625190000079e+04 3.302768459440999868e+04 3.721916691164000076e+04 2.834780950817999837e+04 3.564933839565000380e+04 3.587488221219000116e+04 4.883972769734999747e+04 4.033807284699999582e+04 3.372814303531999758e+04
3.634083252638999693e+04 3.367377043283999956e+04 4.572436027599999943e+04 4.149181354801000271e+04 4.436136382035000133e+04 2.933168751858999894e+04 5.220658335320000333e+04 3.217841702113000065e+04 3.648178053025000554e+04 2.749587006968000060e+04 3.482708303647000139e+04 3.511262609188000351e+04 4.767395714038000006e+04 3.908616426946000138e+04 3.266627923981999629e+04
3.570533553222999763e+04 3.297393364234999899e+04 4.503692819946999953e+04 4.090531348936999711e+04 4.350368800882999494e+04 2.867135720389999915e+04 5.156053151960000105e+04 3.153447671482999795e+04 3.592710332034000021e+04 2.684743312552999851e+04 3.420440649071000371e+04 3.453651850361000106e+04 4.679136240287999681e+04 3.813280365891000110e+04 3.185650649570999667e+04
3.522780962403999729e+04 3.244405633994000164e+04 4.451759247648999735e+04 4.046671327028000087e+04 4.285697278247999930e+04 2.817194587179000155e+04 5.107731869960000040e+04 3.104839752305000366e+04 3.551192287662000308e+04 2.635586580551999941e+04 3.373486980303000018e+04 3.410295383773000503e+04 4.612627377353000338e+04 3.740978996387000370e+04 3.124148018766000314e+04
3.487077462358000048e+04 3.204452989775000242e+04 4.412693625990999863e+04 4.014029542688000220e+04 4.237179160422999848e+04 2.779620651771000121e+04 5.071774989930000447e+04 3.068324557308000294e+04 3.520277843977999873e+04 2.598483286967000095e+04 3.338240818646999833e+04 3.377811716190999869e+04 4.562763964194999426e+04 3.686393129028999829e+04 3.077642882383999677e+04
3.460523827937000169e+04 3.174462355157999991e+04 4.383441601886999706e+04 3.989858927938999841e+04 4.200980234041999938e+04 2.751515992854000069e+04 5.045163880040000367e+04 3.041035659611000301e+04 3.497385341251000500e+04 2.570609204234999925e+04 3.311909170083999925e+04 3.353586751928000012e+04 4.525587916301999940e+04 3.645383513085999584e+04 3.042647018588000356e+04
3.440885543615000643e+04 3.152056294151000111e+04 4.361643359002999932e+04 3.972055000217999623e+04 4.174134903171000042e+04 2.730631553315000201e+04 5.025582221389999904e+04 3.020755005122999864e+04 3.480530883108999842e+04 2.549775056309000138e+04 3.292335782612999901e+04 3.335606662451000011e+04 4.498039620021000155e+04 3.614737224433000665e+04 3.016449275963000036e+04
3.426447347409000213e+04 3.135401284377000047e+04 4.345481661760999850e+04 3.959012403145999997e+04 4.154356901048999862e+04 2.715226709174999996e+04 5.011259721920000447e+04 3.005772037459000057e+04 3.468196660359000089e+04 2.534288756365999870e+04 3.277861805977000040e+04 3.322326052401999914e+04 4.477761782428000151e+04 3.591967448678000073e+04 2.996948375864000263e+04
3.415898398232999898e+04 3.123088048283000171e+04 4.333562189878999925e+04 3.949512090347999765e+04 4.139890076781000243e+04 2.703958534397000039e+04 5.000849347970000235e+04 2.994772635205999904e+04 3.459227040064000175e+04 2.522846677065000040e+04 3.267216066692999811e+04 3.312564084207000269e+04 4.462944872269000189e+04 3.575155556516999786e+04 2.982520973592000155e+04
3.408241739624999900e+04 3.114037316251999800e+04 4.324819400756999676e+04 3.942632821707000403e+04 4.129390949779999937e+04 2.695794583236000108e+04 4.993331100760000118e+04 2.986751606377999997e+04 3.452746713397999702e+04 2.514447963696999796e+04 3.259428759282000101e+04 3.305422735085999739e+04 4.452205506415999844e+04 3.562826644535000378e+04 2.971917550128999937e+04
3.402723053526000149e+04 3.107425762682999994e+04 4.318442576826999721e+04 3.937681945561999601e+04 4.121836420786999952e+04 2.689944283587999962e+04 4.987936773890000768e+04 2.980943794755000272e+04 3.448096379716000229e+04 2.508327127694999945e+04 3.253763627388999885e+04 3.300222566357000323e+04 4.444490903497000545e+04 3.553851533036999899e+04 2.964180280802000198e+04
3.398774737181000091e+04 3.102627933475999816e+04 4.313817834385999595e+04 3.934141461176000303e+04 4.116451374258000578e+04 2.685805043000000296e+04 4.984091255539999838e+04 2.976769894786999794e+04 3.444782372870000108e+04 2.503901128346000041e+04 3.249664734931999919e+04 3.296452349428999878e+04 4.439003940242999670e+04 3.547369670233999932e+04 2.958578278919999866e+04
3.395972153049000190e+04 3.099170833878999838e+04 4.310482752097999764e+04 3.931626159154999914e+04 4.112651981586999318e+04 2.682919971686000281e+04 4.981366846999999689e+04 2.973793897731000106e+04 3.442437363218000246e+04 2.500727921665000031e+04 3.246714753616999951e+04 3.293729660754000361e+04 4.435144477601000108e+04 3.542728557636999903e+04 2.954556599638999978e+04
